tender_id,reviewer_id,review_date,risk_score_at_review,rule_flags,label,binary_label,reason,evidence_fields,confidence,notes
2018_PWD_20138_1-403,AUDITOR_EXP_02,2026-08-22T13:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=12.0d, threshold_val=₹2,057,697, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_PWD_20117_1,AUDITOR_EXP_02,2026-08-22T15:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.270833333333333d, threshold_val=₹1,909,394, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
MAH-MA-2021-01220,AUDITOR_EXP_02,2026-08-22T17:00:00,55,"RF-1, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹4,390,553, flags=RF-1, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2017_UDDHP_15849_1,AUDITOR_EXP_02,2026-08-22T19:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=7.083333333333333d, threshold_val=₹319,453, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_15710_1,AUDITOR_EXP_02,2026-08-22T21:00:00,50,"RF-3, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=5.041666666666667d, threshold_val=₹4,669,538, flags=RF-3, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
MAH-MA-2021-01053,AUDITOR_EXP_02,2026-08-22T23:00:00,40,"RF-1, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=30.0d, threshold_val=₹110,178,644, flags=RF-1, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_14679_1-1450,AUDITOR_EXP_02,2026-08-23T01:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.6875d, threshold_val=₹1,176,241, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2017_UDDHP_17262_1-3790,AUDITOR_EXP_02,2026-08-23T03:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=11.75d, threshold_val=₹1,516,685, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_HPIPH_17745_1,AUDITOR_EXP_02,2026-08-23T05:00:00,35,"RF-4, RF-5",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=5.125d, threshold_val=₹718,841, flags=RF-4, RF-5",0.87,Independent dual-blind forensic assessment.
2018_HPIPH_19208_1-2917,AUDITOR_EXP_02,2026-08-23T07:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.083333333333333d, threshold_val=₹1,178,386, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2018_FDC_19809_1,AUDITOR_EXP_02,2026-08-23T09:00:00,55,"RF-1, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.166666666666667d, threshold_val=₹1,276,483, flags=RF-1, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2018_HPIPH_21007_1,AUDITOR_EXP_02,2026-08-23T11:00:00,15,RF-6,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-6, bidders=7",0.83,Independent dual-blind forensic assessment.
2017_PWD_18189_2,AUDITOR_EXP_02,2026-08-23T13:00:00,45,"RF-1, RF-5",3,1,Independent secondary audit: Severe procurement anomaly: Single-bidder monopoly coupled with high price deviation or department dominance.,"bidders=1, price_deviation=0.62, flags=RF-1, RF-5",0.9299999999999999,Independent dual-blind forensic assessment.
2017_UDDHP_18297_1,AUDITOR_EXP_02,2026-08-23T15:00:00,50,"RF-4, RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=5.333333333333333d, threshold_val=₹298,985, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_MC_19610_12,AUDITOR_EXP_02,2026-08-23T17:00:00,35,"RF-4, RF-5",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.6875d, threshold_val=₹1,995,165, flags=RF-4, RF-5",0.87,Independent dual-blind forensic assessment.
MAH-MA-2021-01205,AUDITOR_EXP_02,2026-08-23T19:00:00,55,"RF-1, RF-4, RF-6",1,0,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹12,423,966, flags=RF-1, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_18050_1,AUDITOR_EXP_02,2026-08-23T21:00:00,40,"RF-1, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=7.083333333333333d, threshold_val=₹9,311,226, flags=RF-1, RF-6",0.87,Independent dual-blind forensic assessment.
RAJ-RA-2021-01133,AUDITOR_EXP_02,2026-08-23T23:00:00,50,"RF-3, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹4,706,152, flags=RF-3, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2019_PWD_30934_2,AUDITOR_EXP_02,2026-08-24T01:00:00,35,"RF-4, RF-5",1,0,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=5.708333333333333d, threshold_val=₹6,828,723, flags=RF-4, RF-5",0.87,Independent dual-blind forensic assessment.
UTT-UT-2021-01201,AUDITOR_EXP_02,2026-08-24T03:00:00,40,"RF-1, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.0d, threshold_val=₹303,551,519, flags=RF-1, RF-6",0.87,Independent dual-blind forensic assessment.
2018_HPIPH_24148_1,AUDITOR_EXP_02,2026-08-24T05:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.76736111111111d, threshold_val=₹34,106,258, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2019_PWD_26941_1,AUDITOR_EXP_02,2026-08-24T07:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=7, duration=20.729166666666668d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
2019_HPIPH_30432_1,AUDITOR_EXP_02,2026-08-24T09:00:00,20,RF-5,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-5, bidders=3",0.83,Independent dual-blind forensic assessment.
2018_HPIPH_19198_1-1846,AUDITOR_EXP_02,2026-08-24T11:00:00,50,"RF-4, RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.208333333333333d, threshold_val=₹2,280,000, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_FD_19656_1,AUDITOR_EXP_02,2026-08-24T13:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=4, duration=10.96875d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
2017_UDDHP_16372_1,AUDITOR_EXP_02,2026-08-24T15:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=8.208333333333334d, threshold_val=₹605,525, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_PWD_20277_1,AUDITOR_EXP_02,2026-08-24T17:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=11.958333333333334d, threshold_val=₹881,545, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
CEN-CE-2021-01089,AUDITOR_EXP_02,2026-08-24T19:00:00,50,"RF-4, RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹364,343,378, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2019_HPIPH_26804_1,AUDITOR_EXP_02,2026-08-24T21:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=19.916666666666668d, threshold_val=₹2,167,550, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2019_HPIPH_28090_1-554,AUDITOR_EXP_02,2026-08-24T23:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=4, duration=8.083333333333334d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
RAJ-RA-2021-01222,AUDITOR_EXP_02,2026-08-25T01:00:00,35,"RF-3, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.0d, threshold_val=₹4,696,505, flags=RF-3, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_14983_2,AUDITOR_EXP_02,2026-08-25T03:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=23.75d, threshold_val=₹11,021,288, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
UTT-UT-2021-01075,AUDITOR_EXP_02,2026-08-25T05:00:00,20,RF-5,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-5, bidders=4",0.83,Independent dual-blind forensic assessment.
MAH-MA-2021-01163,AUDITOR_EXP_02,2026-08-25T07:00:00,35,"RF-5, RF-6",1,0,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=30.0d, threshold_val=₹2,263,363, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
RAJ-RA-2021-01206,AUDITOR_EXP_02,2026-08-25T09:00:00,60,"RF-1, RF-5, RF-6",3,1,Independent secondary audit: Severe procurement anomaly: Single-bidder monopoly coupled with high price deviation or department dominance.,"bidders=1, price_deviation=0.35, flags=RF-1, RF-5, RF-6",0.9299999999999999,Independent dual-blind forensic assessment.
